V01000 V04001 V04002 V04202 V56084 V56085 V56086 V56087 V56088 V56089 V56090 V56091 V56092 V56093 V56094 V56095 V56096 V56097 V56098 V56099 C56001 C56080 V56081 V56082 V56083
50468 2003 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -57 -999 -999.0 -999.0 -999 -999 -999.0 -999 一季稻 单作 -999 -999 -999 
50468 2003 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 197 8.6 3.0 -999 -999 20.1 104 大豆 单作 -999 -999 -999 
50468 2003 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 15 0.5 0.1 -999 -999 36.1 170 春小麦 单作 -999 -999 -999 
50468 2004 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 240 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50468 2004 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 216 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50468 2004 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 23 9.5 7.0 -999 -999 23.8 100 大豆 单作 -999 -999 -999 
50468 2004 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 15 0.5 10.3 -999 -999 32.2 183 春小麦 单作 -999 -999 -999 
50468 2005 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -11 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50468 2005 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 2 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50468 2006 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -43 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50468 2006 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 23 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50468 2006 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 26 6.9 9.0 -999 -999 14.5 100 大豆 单作 -999 -999 -999 
50468 2006 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 21 0.6 0.5 -999 -999 29.7 150 春小麦 -999 -999 -999 -999 
50468 2007 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 30 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50468 2007 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 15 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50468 2007 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 33 1.0 0.3 -999 -999 32.9 300 春小麦 单作 -999 -999 -999 
50468 2007 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 15 6.0 2.0 -999 -999 20.8 107 大豆 单作 -999 -999 -999 
50468 2008 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 41 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50468 2008 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 125 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50468 2008 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 19 0.7 0.3 -999 -999 38.6 227 春小麦 单作 -999 -999 -999 
50468 2008 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 31 9.2 15.0 -999 -999 18.5 133 大豆 单作 -999 -999 -999 
50557 1999 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 33 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50557 2002 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 16 0.6 0.2 -999 -999 30.3 147 春小麦 单作 -999 -999 -999 
50557 2002 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 50 9.8 10.0 -999 -999 1.5 133 大豆 单作 -999 -999 -999 
50557 2003 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 57 9.9 10.0 -999 -999 16.7 200 大豆 单作 -999 -999 -999 
50557 2003 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 15 0.6 0.2 -999 -999 32.4 143 春小麦 单作 -999 -999 -999 
50557 2004 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 37 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50557 2004 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 125 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50557 2004 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 581 10.2 5.0 -999 -999 17.3 133 大豆 单作 -999 -999 -999 
50557 2004 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 205 0.8 0.2 -999 -999 37.8 213 春小麦 单作 -999 -999 -999 
50557 2005 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 -999.0 -999.0 -999 -999 -999.0 -999 -999 -999 -999 -999 -999 
50557 2005 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 14 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50557 2005 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 56 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50557 2006 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 55 7.4 5.0 -999 -999 13.2 110 大豆 单作 -999 -999 -999 
50557 2006 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 22 0.8 0.1 -999 -999 37.8 180 春小麦 单作 -999 -999 -999 
50557 2007 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 5 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50557 2007 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 15 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50557 2007 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 22 9.0 0.2 -999 -999 38.2 268 春小麦 单作 -999 -999 -999 
50557 2007 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 16 64.0 5.0 -999 -999 16.4 70 大豆 单作 -999 -999 -999 
50557 2008 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 14 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50557 2008 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 96 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50557 2008 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 22 0.8 0.2 -999 -999 38.3 230 春小麦 单作 -999 -999 -999 
50557 2008 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 44 11.2 4.0 -999 -999 15.8 174 大豆 单作 -999 -999 -999 
50655 1999 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -3 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50655 2002 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 28 -999.0 0.3 -999 -999 35.5 210 春小麦 单作 -999 -999 -999 
50655 2002 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 31 11.8 3.0 -999 -999 18.5 140 大豆 单作 -999 -999 -999 
50655 2003 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -32 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50655 2003 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -60 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50655 2003 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 21 6.8 7.0 -999 -999 16.4 90 大豆 单作 -999 -999 -999 
50655 2003 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 16 -999.0 0.6 -999 -999 28.4 85 春小麦 单作 -999 -999 -999 
50655 2004 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 39 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50655 2004 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 100 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50655 2004 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 25 8.9 3.0 -999 -999 17.9 130 大豆 单作 -999 -999 -999 
50655 2004 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 18 -999.0 1.1 -999 -999 38.7 150 春小麦 单作 -999 -999 -999 
50655 2005 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 8 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50655 2005 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 42 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50655 2005 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 29 9.7 3.0 -999 -999 16.7 170 大豆 单作 -999 -999 -999 
50655 2005 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 25 -999.0 0.7 -999 -999 35.7 290 春小麦 单作 -999 -999 -999 
50655 2006 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -15 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50655 2006 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 0 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50655 2006 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 26 8.0 3.0 -999 -999 15.2 140 大豆 单作 -999 -999 -999 
50655 2006 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 30 -999.0 0.9 -999 -999 35.5 300 春小麦 单作 -999 -999 -999 
50655 2007 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 2 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50655 2007 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 21 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50655 2007 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 32 -999.0 0.3 -999 -999 44.0 300 春小麦 单作 -999 -999 -999 
50655 2007 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 23 66.0 9.0 -999 -999 13.7 120 大豆 单作 -999 -999 -999 
50655 2008 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 13 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50655 2008 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 3 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50655 2008 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 37 -999.0 0.4 -999 -999 43.3 300 春小麦 单作 -999 -999 -999 
50655 2008 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 23 6.6 6.0 -999 -999 14.1 140 大豆 单作 -999 -999 -999 
50658 2000 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 15 -999.0 -999.0 -999 -999 25.1 86 春小麦 单作 -999 -999 -999 
50658 2003 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -70 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50658 2004 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 243 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 -999 -999 -999 -999 
50673 1999 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 20 8.4 3.0 -999 -999 16.4 -999 大豆 单作 -999 -999 -999 
50739 2002 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 188.0 0.0 -999 -999 41.8 507 春玉米 单作 -999 -999 -999 
50739 2002 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 39 15.5 4.0 -999 -999 19.0 150 大豆 单作 -999 -999 -999 
50739 2003 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -27 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50739 2003 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 33 13.5 6.0 -999 -999 16.0 126 大豆 单作 -999 -999 -999 
50739 2003 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 164.0 0.0 -999 -999 39.2 407 春玉米 单作 -999 -999 -999 
50739 2004 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -20 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50739 2004 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 35 13.9 5.0 -999 -999 16.2 113 大豆 单作 -999 -999 -999 
50739 2004 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 86.0 0.0 -999 -999 20.0 253 春玉米 单作 -999 -999 -999 
50739 2005 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 123 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50739 2005 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 37 15.0 4.0 -999 -999 18.8 150 大豆 单作 -999 -999 -999 
50739 2005 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 182.0 0.0 -999 -999 39.9 575 春玉米 单作 -999 -999 -999 
50739 2006 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 12 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50739 2006 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 38 15.5 4.0 -999 -999 19.0 150 大豆 单作 -999 -999 -999 
50739 2006 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 186.0 0.0 -999 -999 40.0 445 春玉米 单作 -999 -999 -999 
50739 2007 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 35 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50739 2007 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 175.0 0.0 -999 -999 37.5 311 春玉米 单作 -999 -999 -999 
50739 2007 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 35 -999.0 5.0 -999 -999 17.0 127 大豆 单作 -999 -999 -999 
50739 2008 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 201 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50739 2008 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 197.0 0.0 -999 -999 41.0 520 春玉米 单作 -999 -999 -999 
50739 2008 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 38 15.3 3.0 -999 -999 18.3 147 大豆 单作 -999 -999 -999 
50742 1999 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 0 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50742 2000 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 150.0 0.0 -999 -999 32.2 204 春玉米 单作 -999 -999 -999 
50742 2002 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 0 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50742 2002 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 124.0 100.0 -999 -999 29.3 346 春玉米 单作 -999 -999 -999 
50742 2002 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 -999.0 -999.0 -999 -999 -999.0 156 向日葵 单作 -999 -999 -999 
50742 2003 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -70 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50742 2003 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 115.0 -999.0 -999 -999 26.2 293 春玉米 单作 -999 -999 -999 
50742 2004 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 10 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50742 2004 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 125.0 -999.0 -999 -999 28.0 587 春玉米 单作 -999 -999 -999 
50742 2005 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 101.0 0.0 -999 -999 30.1 186 春玉米 单作 -999 -999 -999 
50742 2006 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 125.0 0.0 -999 -999 28.9 393 春玉米 单作 -999 -999 -999 
50742 2007 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 62.0 23.0 -999 -999 18.2 107 春玉米 单作 -999 -999 -999 
50756 2002 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 219.0 0.0 -999 -999 27.6 487 春玉米 单作 -999 -999 -999 
50756 2002 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 33 11.7 8.0 -999 -999 16.4 187 大豆 单作 -999 -999 -999 
50756 2002 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 -999.0 -999.0 -999 -999 -999.0 999 甜菜 单作 -999 -999 -999 
50756 2003 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -17 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50756 2003 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -19 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50756 2003 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -15 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50756 2003 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -20 -999 -999.0 -999.0 -999 -999 -999.0 -999 一季稻 单作 -999 -999 -999 
50756 2003 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 -999.0 -999.0 -999 -999 -999.0 0 马铃薯 单作 -999 -999 -999 
50756 2003 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 36 12.5 9.0 -999 -999 14.9 240 大豆 单作 -999 -999 -999 
50756 2003 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 130.0 0.0 -999 -999 37.6 315 春玉米 单作 -999 -999 -999 
50756 2004 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 12 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50756 2004 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 15 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50756 2004 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 12 -999 -999.0 -999.0 -999 -999 -999.0 -999 春小麦 单作 -999 -999 -999 
50756 2004 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 16 -999 -999.0 -999.0 -999 -999 -999.0 -999 一季稻 单作 -999 -999 -999 
50756 2004 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 -999.0 -999.0 -999 -999 -999.0 193 马铃薯 单作 -999 -999 -999 
50756 2004 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 38 13.3 5.0 -999 -999 17.3 264 大豆 单作 -999 -999 -999 
50756 2004 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 199.0 0.0 -999 -999 30.4 395 春玉米 单作 -999 -999 -999 
50756 2005 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 19 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
50756 2005 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 16 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50756 2005 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 5 -999 -999.0 -999.0 -999 -999 -999.0 -999 一季稻 单作 -999 -999 -999 
50756 2005 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 -999.0 -999.0 -999 -999 -999.0 205 马铃薯 单作 -999 -999 -999 
50756 2005 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 35 10.8 12.0 -999 -999 18.7 217 大豆 单作 -999 -999 -999 
50756 2005 11 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -999 -999 221.0 0.0 -999 -999 32.0 537 春玉米 -999 -999 -999 -999 
50756 2006 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 0 -999 -999.0 -999.0 -999 -999 -999.0 -999 春玉米 单作 -999 -999 -999 
50756 2006 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 15 -999 -999.0 -999.0 -999 -999 -999.0 -999 一季稻 单作 -999 -999 -999 
50756 2006 10 2 -999.0 -999.0 -999.0 -999 -999 -999 -999 -999 -7 -999 -999.0 -999.0 -999 -999 -999.0 -999 大豆 单作 -999 -999 -999 
